ENTRY,NAME,FORMULA,MASS,M.plus.H,M.minus.H,Biofluid
HMDB07351 ," DG(18:4(6Z,9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0) ", C43H66O5,662.491,663.498276,661.483724,Not Available
HMDB07352 ," DG(18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0) ", C43H66O5,662.491,663.498276,661.483724,Not Available
HMDB07353 ," DG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) ", C43H64O5,660.475,661.482276,659.467724,Not Available
HMDB07354 ," DG(18:4(6Z,9Z,12Z,15Z)/24:0/0:0) ", C45H80O5,700.601,701.608276,699.593724,Not Available
HMDB07355 ," DG(18:4(6Z,9Z,12Z,15Z)/24:1(15Z)/0:0) ", C45H78O5,698.585,699.592276,697.577724,Not Available
HMDB07356 , DG(20:0/14:0/0:0) , C37H72O5,596.538,597.545276,595.530724,Blood
HMDB07357 , DG(20:0/14:1(9Z)/0:0) , C37H70O5,594.522,595.529276,593.514724,Blood
HMDB07358 , DG(20:0/15:0/0:0) , C38H74O5,610.554,611.561276,609.546724,Blood
HMDB07359 , DG(20:0/16:0/0:0) , C39H76O5,624.569,625.576276,623.561724,Blood
HMDB07360 , DG(20:0/16:1(9Z)/0:0) , C39H74O5,622.554,623.561276,621.546724,Blood
HMDB07361 , DG(20:0/18:0/0:0) , C41H80O5,652.601,653.608276,651.593724,Blood
HMDB07362 , DG(20:0/18:1(11Z)/0:0) , C41H78O5,650.585,651.592276,649.577724,Blood
HMDB07363 , DG(20:0/18:1(9Z)/0:0) , C41H78O5,650.585,651.592276,649.577724,Blood
HMDB07364 ," DG(20:0/18:2(9Z,12Z)/0:0) ", C41H76O5,648.569,649.576276,647.561724,Blood
HMDB07365 ," DG(20:0/18:3(6Z,9Z,12Z)/0:0) ", C41H74O5,646.554,647.561276,645.546724,Blood
HMDB07366 ," DG(20:0/18:3(9Z,12Z,15Z)/0:0) ", C41H74O5,646.554,647.561276,645.546724,Blood
HMDB07367 ," DG(20:0/18:4(6Z,9Z,12Z,15Z)/0:0) ", C41H72O5,644.538,645.545276,643.530724,Blood
HMDB07368 , DG(20:0/20:0/0:0) , C43H84O5,680.632,681.639276,679.624724,Blood
HMDB07369 , DG(20:0/20:1(11Z)/0:0) , C43H82O5,678.616,679.623276,677.608724,Blood
HMDB07370 ," DG(20:0/20:2(11Z,14Z)/0:0) ", C43H80O5,676.601,677.608276,675.593724,Blood
HMDB07371 ," DG(20:0/20:3(5Z,8Z,11Z)/0:0) ", C43H78O5,674.585,675.592276,673.577724,Blood
HMDB07372 ," DG(20:0/20:3(8Z,11Z,14Z)/0:0) ", C43H78O5,674.585,675.592276,673.577724,Blood
HMDB07373 ," DG(20:0/20:4(5Z,8Z,11Z,14Z)/0:0) ", C43H76O5,672.569,673.576276,671.561724,Blood
HMDB07374 ," DG(20:0/20:4(8Z,11Z,14Z,17Z)/0:0) ", C43H76O5,672.569,673.576276,671.561724,Blood
HMDB07375 ," DG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0) ", C43H74O5,670.554,671.561276,669.546724,Blood
HMDB07376 , DG(20:0/22:0/0:0) , C45H88O5,708.663,709.670276,707.655724,Blood
HMDB07377 , DG(20:0/22:1(13Z)/0:0) , C45H86O5,706.648,707.655276,705.640724,Blood
HMDB07378 ," DG(20:0/22:2(13Z,16Z)/0:0) ", C45H84O5,704.632,705.639276,703.624724,Blood
HMDB07379 ," DG(20:0/22:4(7Z,10Z,13Z,16Z)/0:0) ", C45H80O5,700.601,701.608276,699.593724,Blood
HMDB07380 ," DG(20:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0) ", C45H78O5,698.585,699.592276,697.577724,Blood
HMDB07381 ," DG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H78O5,698.585,699.592276,697.577724,Blood
HMDB07382 ," DG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H76O5,696.569,697.576276,695.561724,Blood
HMDB07383 , DG(20:0/24:0/0:0) , C47H92O5,736.694,737.701276,735.686724,Blood
HMDB07384 , DG(20:0/24:1(15Z)/0:0) , C47H90O5,734.679,735.686276,733.671724,Blood
HMDB07385 , DG(20:1(11Z)/14:0/0:0) , C37H70O5,594.522,595.529276,593.514724,Blood
HMDB07386 , DG(20:1(11Z)/14:1(9Z)/0:0) , C37H68O5,592.507,593.514276,591.499724,Blood
HMDB07387 , DG(20:1(11Z)/15:0/0:0) , C38H72O5,608.538,609.545276,607.530724,Blood
HMDB07388 , DG(20:1(11Z)/16:0/0:0) , C39H74O5,622.554,623.561276,621.546724,Blood
HMDB07389 , DG(20:1(11Z)/16:1(9Z)/0:0) , C39H72O5,620.538,621.545276,619.530724,Blood
HMDB07390 , DG(20:1(11Z)/18:0/0:0) , C41H78O5,650.585,651.592276,649.577724,Blood
HMDB07391 , DG(20:1(11Z)/18:1(11Z)/0:0) , C41H76O5,648.569,649.576276,647.561724,Blood
HMDB07392 , DG(20:1(11Z)/18:1(9Z)/0:0) , C41H76O5,648.569,649.576276,647.561724,Blood
HMDB07393 ," DG(20:1(11Z)/18:2(9Z,12Z)/0:0) ", C41H74O5,646.554,647.561276,645.546724,Blood
HMDB07394 ," DG(20:1(11Z)/18:3(6Z,9Z,12Z)/0:0) ", C41H72O5,644.538,645.545276,643.530724,Blood
HMDB07395 ," DG(20:1(11Z)/18:3(9Z,12Z,15Z)/0:0) ", C41H72O5,644.538,645.545276,643.530724,Blood
HMDB07396 ," DG(20:1(11Z)/18:4(6Z,9Z,12Z,15Z)/0:0) ", C41H70O5,642.522,643.529276,641.514724,Blood
HMDB07397 , DG(20:1(11Z)/20:0/0:0) , C43H82O5,678.616,679.623276,677.608724,Blood
HMDB07398 , DG(20:1(11Z)/20:1(11Z)/0:0) , C43H80O5,676.601,677.608276,675.593724,Blood
HMDB07399 ," DG(20:1(11Z)/20:2(11Z,14Z)/0:0) ", C43H78O5,674.585,675.592276,673.577724,Blood
HMDB07400 ," DG(20:1(11Z)/20:3(5Z,8Z,11Z)/0:0) ", C43H76O5,672.569,673.576276,671.561724,Blood
HMDB07401 ," DG(20:1(11Z)/20:3(8Z,11Z,14Z)/0:0) ", C43H76O5,672.569,673.576276,671.561724,Blood
HMDB07402 ," DG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/0:0) ", C43H74O5,670.554,671.561276,669.546724,Blood
HMDB07403 ," DG(20:1(11Z)/20:4(8Z,11Z,14Z,17Z)/0:0) ", C43H74O5,670.554,671.561276,669.546724,Blood
HMDB07404 ," DG(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0) ", C43H72O5,668.538,669.545276,667.530724,Blood
HMDB07405 , DG(20:1(11Z)/22:0/0:0) , C45H86O5,706.648,707.655276,705.640724,Blood
HMDB07406 , DG(20:1(11Z)/22:1(13Z)/0:0) , C45H84O5,704.632,705.639276,703.624724,Blood
HMDB07407 ," DG(20:1(11Z)/22:2(13Z,16Z)/0:0) ", C45H82O5,702.616,703.623276,701.608724,Blood
HMDB07408 ," DG(20:1(11Z)/22:4(7Z,10Z,13Z,16Z)/0:0) ", C45H78O5,698.585,699.592276,697.577724,Blood
HMDB07409 ," DG(20:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0) ", C45H76O5,696.569,697.576276,695.561724,Blood
HMDB07410 ," DG(20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H76O5,696.569,697.576276,695.561724,Blood
HMDB07411 ," DG(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H74O5,694.554,695.561276,693.546724,Blood
HMDB07412 , DG(20:1(11Z)/24:0/0:0) , C47H90O5,734.679,735.686276,733.671724,Blood
HMDB07413 , DG(20:1(11Z)/24:1(15Z)/0:0) , C47H88O5,732.663,733.670276,731.655724,Blood
HMDB07414 ," DG(20:2(11Z,14Z)/14:0/0:0) ", C37H68O5,592.507,593.514276,591.499724,Blood
HMDB07415 ," DG(20:2(11Z,14Z)/14:1(9Z)/0:0) ", C37H66O5,590.491,591.498276,589.483724,Blood
HMDB07416 ," DG(20:2(11Z,14Z)/15:0/0:0) ", C38H70O5,606.522,607.529276,605.514724,Blood
HMDB07417 ," DG(20:2(11Z,14Z)/16:0/0:0) ", C39H72O5,620.538,621.545276,619.530724,Blood
HMDB07418 ," DG(20:2(11Z,14Z)/16:1(9Z)/0:0) ", C39H70O5,618.522,619.529276,617.514724,Blood
HMDB07419 ," DG(20:2(11Z,14Z)/18:0/0:0) ", C41H76O5,648.569,649.576276,647.561724,Blood
HMDB07420 ," DG(20:2(11Z,14Z)/18:1(11Z)/0:0) ", C41H74O5,646.554,647.561276,645.546724,Blood
HMDB07421 ," DG(20:2(11Z,14Z)/18:1(9Z)/0:0) ", C41H74O5,646.554,647.561276,645.546724,Blood
HMDB07422 ," DG(20:2(11Z,14Z)/18:2(9Z,12Z)/0:0) ", C41H72O5,644.538,645.545276,643.530724,Blood
HMDB07423 ," DG(20:2(11Z,14Z)/18:3(6Z,9Z,12Z)/0:0) ", C41H70O5,642.522,643.529276,641.514724,Blood
HMDB07424 ," DG(20:2(11Z,14Z)/18:3(9Z,12Z,15Z)/0:0) ", C41H70O5,642.522,643.529276,641.514724,Blood
HMDB07425 ," DG(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z)/0:0) ", C41H68O5,640.507,641.514276,639.499724,Blood
HMDB07426 ," DG(20:2(11Z,14Z)/20:0/0:0) ", C43H80O5,676.601,677.608276,675.593724,Blood
HMDB07427 ," DG(20:2(11Z,14Z)/20:1(11Z)/0:0) ", C43H78O5,674.585,675.592276,673.577724,Blood
HMDB07428 ," DG(20:2(11Z,14Z)/20:2(11Z,14Z)/0:0) ", C43H76O5,672.569,673.576276,671.561724,Blood
HMDB07429 ," DG(20:2(11Z,14Z)/20:3(5Z,8Z,11Z)/0:0) ", C43H74O5,670.554,671.561276,669.546724,Blood
HMDB07430 ," DG(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)/0:0) ", C43H74O5,670.554,671.561276,669.546724,Blood
HMDB07431 ," DG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0) ", C43H72O5,668.538,669.545276,667.530724,Blood
HMDB07432 ," DG(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0) ", C43H72O5,668.538,669.545276,667.530724,Blood
HMDB07433 ," DG(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0) ", C43H70O5,666.522,667.529276,665.514724,Blood
HMDB07434 ," DG(20:2(11Z,14Z)/22:0/0:0) ", C45H84O5,704.632,705.639276,703.624724,Blood
HMDB07435 ," DG(20:2(11Z,14Z)/22:1(13Z)/0:0) ", C45H82O5,702.616,703.623276,701.608724,Blood
HMDB07436 ," DG(20:2(11Z,14Z)/22:2(13Z,16Z)/0:0) ", C45H80O5,700.601,701.608276,699.593724,Blood
HMDB07437 ," DG(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z)/0:0) ", C45H76O5,696.569,697.576276,695.561724,Blood
HMDB07438 ," DG(20:2(11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0) ", C45H74O5,694.554,695.561276,693.546724,Blood
HMDB07439 ," DG(20:2(11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H74O5,694.554,695.561276,693.546724,Blood
HMDB07440 ," DG(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H72O5,692.538,693.545276,691.530724,Blood
HMDB07441 ," DG(20:2(11Z,14Z)/24:0/0:0) ", C47H88O5,732.663,733.670276,731.655724,Blood
HMDB07442 ," DG(20:2(11Z,14Z)/24:1(15Z)/0:0) ", C47H86O5,730.648,731.655276,729.640724,Blood
HMDB07443 ," DG(20:3(5Z,8Z,11Z)/14:0/0:0) ", C37H66O5,590.491,591.498276,589.483724,Blood
HMDB07444 ," DG(20:3(5Z,8Z,11Z)/14:1(9Z)/0:0) ", C37H64O5,588.475,589.482276,587.467724,Blood
HMDB07445 ," DG(20:3(5Z,8Z,11Z)/15:0/0:0) ", C38H68O5,604.507,605.514276,603.499724,Blood
HMDB07446 ," DG(20:3(5Z,8Z,11Z)/16:0/0:0) ", C39H70O5,618.522,619.529276,617.514724,Blood
HMDB07447 ," DG(20:3(5Z,8Z,11Z)/16:1(9Z)/0:0) ", C39H68O5,616.507,617.514276,615.499724,Blood
HMDB07448 ," DG(20:3(5Z,8Z,11Z)/18:0/0:0) ", C41H74O5,646.554,647.561276,645.546724,Blood
HMDB07449 ," DG(20:3(5Z,8Z,11Z)/18:1(11Z)/0:0) ", C41H72O5,644.538,645.545276,643.530724,Blood
HMDB07450 ," DG(20:3(5Z,8Z,11Z)/18:1(9Z)/0:0) ", C41H72O5,644.538,645.545276,643.530724,Blood
HMDB07451 ," DG(20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/0:0) ", C41H70O5,642.522,643.529276,641.514724,Blood
HMDB07452 ," DG(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z)/0:0) ", C41H68O5,640.507,641.514276,639.499724,Blood
HMDB07453 ," DG(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z)/0:0) ", C41H68O5,640.507,641.514276,639.499724,Blood
HMDB07454 ," DG(20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z)/0:0) ", C41H66O5,638.491,639.498276,637.483724,Not Available
HMDB07455 ," DG(20:3(5Z,8Z,11Z)/20:0/0:0) ", C43H78O5,674.585,675.592276,673.577724,Blood
HMDB07456 ," DG(20:3(5Z,8Z,11Z)/20:1(11Z)/0:0) ", C43H76O5,672.569,673.576276,671.561724,Blood
HMDB07457 ," DG(20:3(5Z,8Z,11Z)/20:2(11Z,14Z)/0:0) ", C43H74O5,670.554,671.561276,669.546724,Blood
HMDB07458 ," DG(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z)/0:0) ", C43H72O5,668.538,669.545276,667.530724,Blood
HMDB07459 ," DG(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)/0:0) ", C43H72O5,668.538,669.545276,667.530724,Blood
HMDB07460 ," DG(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)/0:0) ", C43H70O5,666.522,667.529276,665.514724,Blood
HMDB07461 ," DG(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z)/0:0) ", C43H70O5,666.522,667.529276,665.514724,Blood
HMDB07462 ," DG(20:3(5Z,8Z,11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0) ", C43H68O5,664.507,665.514276,663.499724,Blood
HMDB07463 ," DG(20:3(5Z,8Z,11Z)/22:0/0:0) ", C45H82O5,702.616,703.623276,701.608724,Blood
HMDB07464 ," DG(20:3(5Z,8Z,11Z)/22:1(13Z)/0:0) ", C45H80O5,700.601,701.608276,699.593724,Blood
HMDB07465 ," DG(20:3(5Z,8Z,11Z)/22:2(13Z,16Z)/0:0) ", C45H78O5,698.585,699.592276,697.577724,Blood
HMDB07466 ," DG(20:3(5Z,8Z,11Z)/22:4(7Z,10Z,13Z,16Z)/0:0) ", C45H74O5,694.554,695.561276,693.546724,Blood
HMDB07467 ," DG(20:3(5Z,8Z,11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0) ", C45H72O5,692.538,693.545276,691.530724,Blood
HMDB07468 ," DG(20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H72O5,692.538,693.545276,691.530724,Blood
HMDB07469 ," DG(20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H70O5,690.522,691.529276,689.514724,Blood
HMDB07470 ," DG(20:3(5Z,8Z,11Z)/24:0/0:0) ", C47H86O5,730.648,731.655276,729.640724,Blood
HMDB07471 ," DG(20:3(5Z,8Z,11Z)/24:1(15Z)/0:0) ", C47H84O5,728.632,729.639276,727.624724,Blood
HMDB07472 ," DG(20:3(8Z,11Z,14Z)/14:0/0:0) ", C37H66O5,590.491,591.498276,589.483724,Blood
HMDB07473 ," DG(20:3(8Z,11Z,14Z)/14:1(9Z)/0:0) ", C37H64O5,588.475,589.482276,587.467724,Blood
HMDB07474 ," DG(20:3(8Z,11Z,14Z)/15:0/0:0) ", C38H68O5,604.507,605.514276,603.499724,Blood
HMDB07475 ," DG(20:3(8Z,11Z,14Z)/16:0/0:0) ", C39H70O5,618.522,619.529276,617.514724,Blood
HMDB07476 ," DG(20:3(8Z,11Z,14Z)/16:1(9Z)/0:0) ", C39H68O5,616.507,617.514276,615.499724,Blood
HMDB07477 ," DG(20:3(8Z,11Z,14Z)/18:0/0:0) ", C41H74O5,646.554,647.561276,645.546724,Blood
HMDB07478 ," DG(20:3(8Z,11Z,14Z)/18:1(11Z)/0:0) ", C41H72O5,644.538,645.545276,643.530724,Blood
HMDB07479 ," DG(20:3(8Z,11Z,14Z)/18:1(9Z)/0:0) ", C41H72O5,644.538,645.545276,643.530724,Blood
HMDB07480 ," DG(20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/0:0) ", C41H70O5,642.522,643.529276,641.514724,Blood
HMDB07481 ," DG(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/0:0) ", C41H68O5,640.507,641.514276,639.499724,Blood
HMDB07482 ," DG(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z)/0:0) ", C41H68O5,640.507,641.514276,639.499724,Blood
HMDB07483 ," DG(20:3(8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z)/0:0) ", C41H66O5,638.491,639.498276,637.483724,Not Available
HMDB07484 ," DG(20:3(8Z,11Z,14Z)/20:0/0:0) ", C43H78O5,674.585,675.592276,673.577724,Blood
HMDB07485 ," DG(20:3(8Z,11Z,14Z)/20:1(11Z)/0:0) ", C43H76O5,672.569,673.576276,671.561724,Blood
HMDB07486 ," DG(20:3(8Z,11Z,14Z)/20:2(11Z,14Z)/0:0) ", C43H74O5,670.554,671.561276,669.546724,Blood
HMDB07487 ," DG(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0) ", C43H72O5,668.538,669.545276,667.530724,Blood
HMDB07488 ," DG(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0) ", C43H72O5,668.538,669.545276,667.530724,Blood
HMDB07489 ," DG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0) ", C43H70O5,666.522,667.529276,665.514724,Blood
HMDB07490 ," DG(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0) ", C43H70O5,666.522,667.529276,665.514724,Blood
HMDB07491 ," DG(20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0) ", C43H68O5,664.507,665.514276,663.499724,Blood
HMDB07492 ," DG(20:3(8Z,11Z,14Z)/22:0/0:0) ", C45H82O5,702.616,703.623276,701.608724,Blood
HMDB07493 ," DG(20:3(8Z,11Z,14Z)/22:1(13Z)/0:0) ", C45H80O5,700.601,701.608276,699.593724,Blood
HMDB07494 ," DG(20:3(8Z,11Z,14Z)/22:2(13Z,16Z)/0:0) ", C45H78O5,698.585,699.592276,697.577724,Blood
HMDB07495 ," DG(20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)/0:0) ", C45H74O5,694.554,695.561276,693.546724,Blood
HMDB07496 ," DG(20:3(8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0) ", C45H72O5,692.538,693.545276,691.530724,Blood
HMDB07497 ," DG(20:3(8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H72O5,692.538,693.545276,691.530724,Blood
HMDB07498 ," DG(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H70O5,690.522,691.529276,689.514724,Blood
HMDB07499 ," DG(20:3(8Z,11Z,14Z)/24:0/0:0) ", C47H86O5,730.648,731.655276,729.640724,Blood
HMDB07500 ," DG(20:3(8Z,11Z,14Z)/24:1(15Z)/0:0) ", C47H84O5,728.632,729.639276,727.624724,Blood
HMDB07501 ," DG(20:4(5Z,8Z,11Z,14Z)/14:0/0:0) ", C37H64O5,588.475,589.482276,587.467724,Blood
HMDB07502 ," DG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/0:0) ", C37H62O5,586.46,587.467276,585.452724,Blood
HMDB07503 ," DG(20:4(5Z,8Z,11Z,14Z)/15:0/0:0) ", C38H66O5,602.491,603.498276,601.483724,Blood
HMDB07504 ," DG(20:4(5Z,8Z,11Z,14Z)/16:0/0:0) ", C39H68O5,616.507,617.514276,615.499724,Blood
HMDB07505 ," DG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/0:0) ", C39H66O5,614.491,615.498276,613.483724,Blood
HMDB07506 ," DG(20:4(5Z,8Z,11Z,14Z)/18:0/0:0) ", C41H72O5,644.538,645.545276,643.530724,Blood
HMDB07507 ," DG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/0:0) ", C41H70O5,642.522,643.529276,641.514724,Blood
HMDB07508 ," DG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/0:0) ", C41H70O5,642.522,643.529276,641.514724,Blood
HMDB07509 ," DG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/0:0) ", C41H68O5,640.507,641.514276,639.499724,Blood
HMDB07510 ," DG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/0:0) ", C41H66O5,638.491,639.498276,637.483724,Blood
HMDB07511 ," DG(20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z)/0:0) ", C41H66O5,638.491,639.498276,637.483724,Blood
HMDB07512 ," DG(20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z)/0:0) ", C41H64O5,636.475,637.482276,635.467724,Not Available
HMDB07513 ," DG(20:4(5Z,8Z,11Z,14Z)/20:0/0:0) ", C43H76O5,672.569,673.576276,671.561724,Blood
HMDB07514 ," DG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/0:0) ", C43H74O5,670.554,671.561276,669.546724,Blood
HMDB07515 ," DG(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z)/0:0) ", C43H72O5,668.538,669.545276,667.530724,Blood
HMDB07516 ," DG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0) ", C43H70O5,666.522,667.529276,665.514724,Blood
HMDB07517 ," DG(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0) ", C43H70O5,666.522,667.529276,665.514724,Blood
HMDB07518 ," DG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0) ", C43H68O5,664.507,665.514276,663.499724,Blood
HMDB07519 ," DG(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0) ", C43H68O5,664.507,665.514276,663.499724,Blood
HMDB07520 ," DG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0) ", C43H66O5,662.491,663.498276,661.483724,Blood
HMDB07521 ," DG(20:4(5Z,8Z,11Z,14Z)/22:0/0:0) ", C45H80O5,700.601,701.608276,699.593724,Blood
HMDB07522 ," DG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/0:0) ", C45H78O5,698.585,699.592276,697.577724,Blood
HMDB07523 ," DG(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z)/0:0) ", C45H76O5,696.569,697.576276,695.561724,Blood
HMDB07524 ," DG(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)/0:0) ", C45H72O5,692.538,693.545276,691.530724,Blood
HMDB07525 ," DG(20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0) ", C45H70O5,690.522,691.529276,689.514724,Blood
HMDB07526 ," DG(20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H70O5,690.522,691.529276,689.514724,Blood
HMDB07527 ," DG(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) ", C45H68O5,688.507,689.514276,687.499724,Blood
HMDB07528 ," DG(20:4(5Z,8Z,11Z,14Z)/24:0/0:0) ", C47H84O5,728.632,729.639276,727.624724,Blood
HMDB07529 ," DG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/0:0) ", C47H82O5,726.616,727.623276,725.608724,Blood
HMDB07530 ," DG(20:4(8Z,11Z,14Z,17Z)/14:0/0:0) ", C37H64O5,588.475,589.482276,587.467724,Blood
HMDB07531 ," DG(20:4(8Z,11Z,14Z,17Z)/14:1(9Z)/0:0) ", C37H62O5,586.46,587.467276,585.452724,Blood
HMDB07532 ," DG(20:4(8Z,11Z,14Z,17Z)/15:0/0:0) ", C38H66O5,602.491,603.498276,601.483724,Blood
HMDB07533 ," DG(20:4(8Z,11Z,14Z,17Z)/16:0/0:0) ", C39H68O5,616.507,617.514276,615.499724,Blood
HMDB07534 ," DG(20:4(8Z,11Z,14Z,17Z)/16:1(9Z)/0:0) ", C39H66O5,614.491,615.498276,613.483724,Blood
HMDB07535 ," DG(20:4(8Z,11Z,14Z,17Z)/18:0/0:0) ", C41H72O5,644.538,645.545276,643.530724,Blood
HMDB07536 ," DG(20:4(8Z,11Z,14Z,17Z)/18:1(11Z)/0:0) ", C41H70O5,642.522,643.529276,641.514724,Blood
HMDB07537 ," DG(20:4(8Z,11Z,14Z,17Z)/18:1(9Z)/0:0) ", C41H70O5,642.522,643.529276,641.514724,Blood
HMDB07538 ," DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0) ", C41H68O5,640.507,641.514276,639.499724,Blood
HMDB07539 ," DG(20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z)/0:0) ", C41H66O5,638.491,639.498276,637.483724,Blood
HMDB07540 ," DG(20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/0:0) ", C41H66O5,638.491,639.498276,637.483724,Blood
HMDB07541 ," DG(20:4(8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z)/0:0) ", C41H64O5,636.475,637.482276,635.467724,Not Available
HMDB07542 ," DG(20:4(8Z,11Z,14Z,17Z)/20:0/0:0) ", C43H76O5,672.569,673.576276,671.561724,Blood
HMDB07543 ," DG(20:4(8Z,11Z,14Z,17Z)/20:1(11Z)/0:0) ", C43H74O5,670.554,671.561276,669.546724,Blood
HMDB07544 ," DG(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0) ", C43H72O5,668.538,669.545276,667.530724,Blood
HMDB07545 ," DG(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/0:0) ", C43H70O5,666.522,667.529276,665.514724,Blood
HMDB07546 ," DG(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)/0:0) ", C43H70O5,666.522,667.529276,665.514724,Blood
HMDB07547 ," DG(20:4(8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z)/0:0) ", C43H68O5,664.507,665.514276,663.499724,Blood
HMDB07548 ," DG(20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z)/0:0) ", C43H68O5,664.507,665.514276,663.499724,Blood
